%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609059018178695050,25,1609059018178695050,-0.00734871160239,0.00988687295467,0.00155015976634,-0.95159356155,0.304282650956,-0.041532990492,-0.0125208883055,0.0,0.0,0.0,0.0,0.0,0.0
1609059018367440700,26,1609059018367440700,-0.00653173727915,0.00174061860889,-0.0014681314351,-0.951596383175,0.304269232472,-0.0415387486396,-0.0126130908731,0.0,0.0,0.0,0.0,0.0,0.0
1609059018572626874,27,1609059018572626874,-0.00624645641074,0.000222094386118,-0.00154655904043,-0.951581740121,0.304309865579,-0.0415777130358,-0.0126091775661,0.0,0.0,0.0,0.0,0.0,0.0
1609059018778500576,28,1609059018778500576,-0.00676315929741,0.000716038513929,0.00188229884952,-0.951622244485,0.304189689091,-0.0415489182091,-0.0125468819787,0.0,0.0,0.0,0.0,0.0,0.0
1609059018967651506,29,1609059018967651506,-0.0138370748609,-0.00185999204405,-0.00151955592446,-0.951616148168,0.30420795642,-0.0415294563845,-0.0126305205218,0.0,0.0,0.0,0.0,0.0,0.0
1609059019172344762,30,1609059019172344762,-0.00634013582021,-0.00161428039428,4.93049665238e-05,-0.95166380309,0.304054815549,-0.041566880987,-0.0126043418975,0.0,0.0,0.0,0.0,0.0,0.0
1609059019378281449,31,1609059019378281449,-0.00733475247398,0.00463849399239,0.000244435592322,-0.951651226482,0.304100701351,-0.0415363102967,-0.012547569487,0.0,0.0,0.0,0.0,0.0,0.0
1609059019567658708,32,1609059019567658708,-0.0054485751316,0.00776782911271,-0.00259111542255,-0.951496689901,0.304574552624,-0.0415898062278,-0.0125967860698,0.0,0.0,0.0,0.0,0.0,0.0
1609059019772648670,33,1609059019772648670,-0.00485437409952,0.0051979245618,-0.000214807878365,-0.951525807098,0.304490902936,-0.0415421924209,-0.0125767525667,0.0,0.0,0.0,0.0,0.0,0.0
1609059019980205938,34,1609059019980205938,0.00237548979931,0.0056782499887,0.00137977197301,-0.951600002853,0.304258280371,-0.0415678050224,-0.0125080366607,0.0,0.0,0.0,0.0,0.0,0.0
1609059020183548290,35,1609059020183548290,-0.0002961117425,0.00431441655383,0.00201154849492,-0.951626824175,0.304177582045,-0.0415556726724,-0.0124704514881,0.0,0.0,0.0,0.0,0.0,0.0
1609059020389884881,36,1609059020389884881,-0.0112956669182,0.000537610962056,0.000377536111046,-0.951601360025,0.304258006296,-0.0415602576456,-0.0124363253012,0.0,0.0,0.0,0.0,0.0,0.0
1609059020595948545,37,1609059020595948545,-0.00928576476872,0.000706559745595,0.00107548979577,-0.951598169817,0.304267710326,-0.0415842511881,-0.0123625930762,0.0,0.0,0.0,0.0,0.0,0.0
1609059020768152577,38,1609059020768152577,-0.0061220084317,-0.000447869591881,-0.000830162141938,-0.951613976592,0.304214916247,-0.0415388213484,-0.0125956583391,0.0,0.0,0.0,0.0,0.0,0.0
1609059020974766530,39,1609059020974766530,-0.00777604803443,-3.325229045e-06,0.000458477326902,-0.951611772235,0.304220533233,-0.0415573055824,-0.0125655265096,0.0,0.0,0.0,0.0,0.0,0.0
1609059021180338274,40,1609059021180338274,-0.00377453723922,0.00940755475312,0.00101294496562,-0.951627233516,0.304175536709,-0.0415492717537,-0.0125103683361,0.0,0.0,0.0,0.0,0.0,0.0
1609059021386394952,41,1609059021386394952,0.00312920776196,0.00577140692621,0.00112367805559,-0.951626230675,0.304176364495,-0.0415809941403,-0.0124610312478,0.0,0.0,0.0,0.0,0.0,0.0
1609059021592097238,42,1609059021592097238,-0.0079420376569,0.00511235836893,0.00166792515665,-0.951662550495,0.30406688559,-0.0415762483594,-0.0123747584127,0.0,0.0,0.0,0.0,0.0,0.0
1609059021766953188,43,1609059021766953188,-0.00681125279516,0.00191364495549,-0.0024885640014,-0.951703298787,0.303932507508,-0.0415478423426,-0.0126348230937,0.0,0.0,0.0,0.0,0.0,0.0
1609059021970662177,44,1609059021970662177,-0.00104635348544,0.0048750047572,-0.00146869081073,-0.951617478476,0.304197022915,-0.0415893472661,-0.0125965115119,0.0,0.0,0.0,0.0,0.0,0.0
1609059022178193247,45,1609059022178193247,-0.00360293802805,-0.000210018333746,0.000336344033713,-0.951599229064,0.30426072547,-0.0415515737862,-0.012561245842,0.0,0.0,0.0,0.0,0.0,0.0
1609059022383079061,46,1609059022383079061,-0.00600625621155,0.00211593997665,0.00101269595325,-0.951647986599,0.304110459568,-0.0415540588162,-0.0124979269843,0.0,0.0,0.0,0.0,0.0,0.0
1609059022589176923,47,1609059022589176923,-0.00819999538362,0.00839072093368,0.00141696375795,-0.951589050026,0.304297778565,-0.0415561306573,-0.0124189305462,0.0,0.0,0.0,0.0,0.0,0.0
1609059022796793517,48,1609059022796793517,-0.00492954626679,0.00795525126159,0.000792284903582,-0.951589747225,0.304296871053,-0.0415678711558,-0.0123482521733,0.0,0.0,0.0,0.0,0.0,0.0
1609059022967660877,49,1609059022967660877,-0.000507840071805,0.00640594493598,-0.00130212039221,-0.951650361809,0.304095987466,-0.0415711635064,-0.0126118056382,0.0,0.0,0.0,0.0,0.0,0.0
1609059023173918292,50,1609059023173918292,-0.000679153949022,0.00809198245406,0.000465088523924,-0.951555166441,0.304398685607,-0.0415512677681,-0.0125577692296,0.0,0.0,0.0,0.0,0.0,0.0
1609059023380221535,51,1609059023380221535,-0.00793818291277,-0.00114870886318,0.0014929327881,-0.951599254203,0.304264562249,-0.0415376727651,-0.0125122859905,0.0,0.0,0.0,0.0,0.0,0.0
1609059023586247549,52,1609059023586247549,-0.00455148844048,0.00916086509824,0.00135427969508,-0.951611834913,0.304224668818,-0.0415548026435,-0.0124685570082,0.0,0.0,0.0,0.0,0.0,0.0
1609059023792383401,53,1609059023792383401,-0.00854031648487,0.00728647597134,0.000714328256436,-0.951621912686,0.304196121729,-0.0415586145305,-0.0123829067518,0.0,0.0,0.0,0.0,0.0,0.0
1609059023967433979,54,1609059023967433979,-0.000854006968439,0.0149505967274,-0.001426972216,-0.951554943934,0.304394914623,-0.0415776959522,-0.0125785462625,0.0,0.0,0.0,0.0,0.0,0.0
1609059024172347633,55,1609059024172347633,0.00118240050506,0.0152312256396,-0.000270214804914,-0.951548945602,0.304420058276,-0.0415428575321,-0.0125388688159,0.0,0.0,0.0,0.0,0.0,0.0
1609059024378080722,56,1609059024378080722,-0.000458288006485,0.0164458155632,0.000999874901026,-0.95158793521,0.304296337476,-0.0415618643688,-0.0125200635451,0.0,0.0,0.0,0.0,0.0,0.0
1609059024582989231,57,1609059024582989231,-0.000294043624308,0.0139416372404,0.000612744712271,-0.951571037962,0.304350739307,-0.0415625366687,-0.0124796930951,0.0,0.0,0.0,0.0,0.0,0.0
1609059024789220682,58,1609059024789220682,-0.00168744847178,0.0130191743374,0.000229663259233,-0.951629967054,0.304166921401,-0.0415786254236,-0.0124140097808,0.0,0.0,0.0,0.0,0.0,0.0
1609059024995248621,59,1609059024995248621,0.00375825585797,0.0182854756713,0.00121226417832,-0.951572682363,0.304345638629,-0.041606178825,-0.0123324090186,0.0,0.0,0.0,0.0,0.0,0.0
1609059025167143138,60,1609059025167143138,-0.00306980311871,0.00782922189683,-0.00236104568467,-0.951584337628,0.304303608349,-0.0415711088233,-0.0125859142987,0.0,0.0,0.0,0.0,0.0,0.0
1609059025375380722,61,1609059025375380722,-0.00188713055104,0.0113645605743,0.000306996982545,-0.951576213614,0.304332496568,-0.0415554498943,-0.0125533182762,0.0,0.0,0.0,0.0,0.0,0.0
1609059025581265659,62,1609059025581265659,0.00162525940686,0.0130822584033,0.000634779396933,-0.951574481766,0.304339544028,-0.0415612648092,-0.0124943531257,0.0,0.0,0.0,0.0,0.0,0.0
1609059025786085582,63,1609059025786085582,-0.00820496678352,0.00900491513312,0.00122972682584,-0.951608490658,0.304237120072,-0.0415446546535,-0.012453792529,0.0,0.0,0.0,0.0,0.0,0.0
1609059025992651713,64,1609059025992651713,0.000999142997898,0.00648317206651,0.0021941922605,-0.951623200322,0.304189155141,-0.0415870153729,-0.0123597190583,0.0,0.0,0.0,0.0,0.0,0.0
1609059026166726065,65,1609059026166726065,0.00162324134726,0.0070408442989,-0.00124500435777,-0.951554673308,0.304398059218,-0.0415591427711,-0.0125842323091,0.0,0.0,0.0,0.0,0.0,0.0
1609059026370183611,66,1609059026370183611,0.00415915297344,0.0184304974973,-0.000863442604896,-0.951539757493,0.304442426699,-0.0415834579309,-0.012558453827,0.0,0.0,0.0,0.0,0.0,0.0
1609059026577076625,67,1609059026577076625,-0.00764802610502,0.00256328517571,0.000637569755781,-0.951527253419,0.304486387679,-0.0415531608464,-0.0125403565243,0.0,0.0,0.0,0.0,0.0,0.0
1609059026783007309,68,1609059026783007309,-0.00469420384616,0.00880724936724,0.000866596121341,-0.951596803034,0.304272040738,-0.0415535439629,-0.012464054926,0.0,0.0,0.0,0.0,0.0,0.0
1609059026989351026,69,1609059026989351026,-0.00565802678466,0.00834630709141,0.000897993857507,-0.951618722078,0.304200602002,-0.0415811776598,-0.0124421539981,0.0,0.0,0.0,0.0,0.0,0.0
1609059027196972139,70,1609059027196972139,-0.00613689469174,0.00932087097317,0.000497201515827,-0.951670675115,0.30404550744,-0.0415560763937,-0.012342935059,0.0,0.0,0.0,0.0,0.0,0.0
